Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
0.2	5	256	internal://	InSatisfiedInterests	3.2	0	0	0
0.2	5	256	internal://	InTimedOutInterests	0	0	0	0
0.2	5	256	internal://	OutSatisfiedInterests	0	0	0	0
0.2	5	256	internal://	OutTimedOutInterests	0	0	0	0
0.2	5	-1	all	SatisfiedInterests	11.2	0	0	0
0.2	5	-1	all	TimedOutInterests	0	0	0	0
0.2	6	1	internal://	InInterests	0	0	0	0
0.2	6	1	internal://	OutInterests	0	0	0	0
0.2	6	1	internal://	InData	0	0	0	0
0.2	6	1	internal://	OutData	0	0	0	0
0.2	6	1	internal://	InNacks	0	0	0	0
0.2	6	1	internal://	OutNacks	0	0	0	0
0.2	6	1	internal://	InSatisfiedInterests	0	0	0	0
0.2	6	1	internal://	InTimedOutInterests	0	0	0	0
0.2	6	1	internal://	OutSatisfiedInterests	16	0	0	0
0.2	6	1	internal://	OutTimedOutInterests	0	0	0	0
0.2	6	2	internal://	InInterests	0	0	0	0
0.2	6	2	internal://	OutInterests	0	0	0	0
0.2	6	2	internal://	InData	0	0	0	0
0.2	6	2	internal://	OutData	0	0	0	0
0.2	6	2	internal://	InNacks	0	0	0	0
0.2	6	2	internal://	OutNacks	0	0	0	0
0.2	6	2	internal://	InSatisfiedInterests	11.2	0	0	0
0.2	6	2	internal://	InTimedOutInterests	0	0	0	0
0.2	6	2	internal://	OutSatisfiedInterests	0	0	0	0
0.2	6	2	internal://	OutTimedOutInterests	0	0	0	0
0.2	6	256	internal://	InInterests	0	0	0	0
0.2	6	256	internal://	OutInterests	0	0	0	0
0.2	6	256	internal://	InData	0	0	0	0
0.2	6	256	internal://	OutData	0	0	0	0
0.2	6	256	internal://	InNacks	0	0	0	0
0.2	6	256	internal://	OutNacks	0	0	0	0
0.2	6	256	internal://	InSatisfiedInterests	4.8	0	0	0
0.2	6	256	internal://	InTimedOutInterests	0	0	0	0
0.2	6	256	internal://	OutSatisfiedInterests	0	0	0	0
0.2	6	256	internal://	OutTimedOutInterests	0	0	0	0
0.2	6	-1	all	SatisfiedInterests	16	0	0	0
0.2	6	-1	all	TimedOutInterests	0	0	0	0
0.3	0	1	internal://	InInterests	0	0	0	0
0.3	0	1	internal://	OutInterests	0	0	0	0
0.3	0	1	internal://	InData	0	0	0	0
0.3	0	1	internal://	OutData	0	0	0	0
0.3	0	1	internal://	InNacks	0	0	0	0
0.3	0	1	internal://	OutNacks	0	0	0	0
0.3	0	1	internal://	InSatisfiedInterests	0	0	0	0
0.3	0	1	internal://	InTimedOutInterests	0	0	0	0
0.3	0	1	internal://	OutSatisfiedInterests	1.92	0	0	0
0.3	0	1	internal://	OutTimedOutInterests	0	0	0	0
0.3	0	2	internal://	InInterests	0	0	0	0
0.3	0	2	internal://	OutInterests	0	0	0	0
0.3	0	2	internal://	InData	0	0	0	0
0.3	0	2	internal://	OutData	0	0	0	0
0.3	0	2	internal://	InNacks	0	0	0	0
0.3	0	2	internal://	OutNacks	0	0	0	0
0.3	0	2	internal://	InSatisfiedInterests	1.6	0	0	0
0.3	0	2	internal://	InTimedOutInterests	0	0	0	0
0.3	0	2	internal://	OutSatisfiedInterests	0	0	0	0
0.3	0	2	internal://	OutTimedOutInterests	0	0	0	0
0.3	0	256	internal://	InInterests	0	0	0	0
0.3	0	256	internal://	OutInterests	0	0	0	0
